1694,SURGERY,230C,10,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,10/27/2025,10/31/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1695,SURGERY,230C,11,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/03/2025,11/07/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1696,SURGERY,230C,12,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/10/2025,11/14/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1697,SURGERY,230C,13,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/17/2025,11/21/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1698,SURGERY,230C,14,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/24/2025,11/26/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1699,SURGERY,230C,15,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,12/01/2025,12/05/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1700,SURGERY,230C,17,Trauma and Acute Care Surgery,"This course is designed to provide students interested in trauma and acute care surgery with further experience in the emergency department and the operating room. The course emphasizes patient care in the areas of trauma and emergency general surgery. Students will be able to assist and observe the triage and resuscitation of leveled trauma patients in the emergency department, operative care of patients with multi-system trauma injuries, operative care of patients with acute surgical problems, and participate in overall patient care of these critically ill patients. Students will work closely with attendings, fellows, residents, and PA/NPs to care for our patient's in a multi-disciplinary manner. Operative exposures vary but will be numerous during the course. Other educational opportunities will include M/W/F multidisciplinary rounds, 7:00am morning report, and Thursday morning trauma lecture educational series. Students will work alongside residents with a 6:00am-6:00pm shifts plus sign out. Students are encouraged to consider participating with night call from 6:00pm-6:00am at some time during the rotation. Students will be expected to participate and present educational topics during our weekly trauma educational series. Credit: 1. Enrollment: max 1. Please report to the general surgery resident workspace on Duke North 2100 at 6:00am. You will meet and work closely with the trauma chief. Attendings rotate weekly and residents rotate monthly but the trauma chief will help facilitate your first day. For more information and to confirm meeting location and time, please contact: Dr. Cory Vatsaas via email, cory.vatsaas@duke.edu. Cory Vatsaas, MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,12/08/2025,12/12/2025,Open,1,0,1,0,0,Credit / No Credit,N,Cory Vatsaas
1192,SURGERY,231C,01,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,08/25/2025,08/29/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1193,SURGERY,231C,02,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/02/2025,09/05/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1194,SURGERY,231C,03,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/08/2025,09/12/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1195,SURGERY,231C,04,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/15/2025,09/19/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1196,SURGERY,231C,05,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/22/2025,09/26/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1197,SURGERY,231C,06,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/29/2025,10/03/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1198,SURGERY,231C,07,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,10/06/2025,10/10/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1199,SURGERY,231C,08,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,10/13/2025,10/17/2025,Closed,1,1,0,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1710,SURGERY,231C,09,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,10/20/2025,10/24/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1711,SURGERY,231C,10,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,10/27/2025,10/31/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1712,SURGERY,231C,11,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/03/2025,11/07/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1713,SURGERY,231C,12,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/10/2025,11/14/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1714,SURGERY,231C,13,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/17/2025,11/21/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1715,SURGERY,231C,14,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,11/24/2025,11/26/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1716,SURGERY,231C,15,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,12/01/2025,12/05/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1717,SURGERY,231C,17,Essentials of Pediatric Surgery,"The objective of this course is to present the student to a wide array of pediatric surgical conditions. The student will be introduced to various congenital anomalies and pediatric surgical pathophysiology. Curriculum consists of exposure to inpatient (operating room, wards, intensive care units), emergency room, and outpatient care. The student is expected to attend all conferences, lectures, and become an integral part of the surgical team. Credit: 1. Enrollment Max: 1. Location: Pediatric Surgery Office (HAFS 6680), 7:00am. Course contact: Tamara Fitzgerald, MD/PhD (tamara.fitzgerald@duke.edu); secondary contact (camille.jawwaad@duke.edu or 919-681-5077) Other faculty: Henry Rice, MD; and Ryan Antiel, MD; Erica Hodgman MD",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,12/08/2025,12/12/2025,Open,1,0,1,0,0,Credit / No Credit,N,-; Tamara N Fitzgerald
1200,SURGERY,232C,01,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,08/25/2025,08/29/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
1201,SURGERY,232C,02,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/02/2025,09/05/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
1202,SURGERY,232C,03,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/08/2025,09/12/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
1203,SURGERY,232C,04,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/15/2025,09/19/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
1204,SURGERY,232C,05,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/22/2025,09/26/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
1205,SURGERY,232C,06,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,09/29/2025,10/03/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
1206,SURGERY,232C,07,Introduction to Endocrine Surgery,"The Endocrine Surgery Selective will allow second year medical students to be exposed to, and participate in, the preoperative, intraoperative, and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal, and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery, in particular. Credit: 1. Enrollment: max 1. Randall P. Scheri, MD; Hadia Kazaure, MD; Michael Stang, MD. Secondary contact is Sheila Hyde (Sheila.hyde@duke.edu)",,1,CLN,E,School of Medicine,In Person,Duke University,Durham,Med Second Year,10/06/2025,10/10/2025,Open,1,0,1,0,0,Credit / No Credit,N,Randy P Scheri
